Entity,Year,Bottom decile income/consumption per day,Difference between top and bottom decile income/consumption per day,World Bank region (including Advanced Industrialized category),pop
Indonesia-Urban (cons),2005,1.468454,10.54033,East Asia and Pacific,104.15
Indonesia-Urban (cons),2006,1.295869,10.29451,East Asia and Pacific,107.41
Indonesia-Urban (cons),2007,1.384897,11.93003,East Asia and Pacific,110.74
Indonesia-Urban (cons),2008,1.39996,11.74436,East Asia and Pacific,114.13
Indonesia-Urban (cons),2009,1.426818,12.37037,East Asia and Pacific,117.57
Indonesia-Urban (cons),2010,1.503967,13.61727,East Asia and Pacific,121.08
Indonesia-Urban (cons),2011,1.541796,17.62216,East Asia and Pacific,124.6
Indonesia-Urban (cons),2012,1.587557,18.31887,East Asia and Pacific,128.14
Indonesia-Urban (cons),2013,1.66116,19.3047,East Asia and Pacific,131.69
Indonesia-Urban (cons),2014,1.69654,19.57057,East Asia and Pacific,135.23
Indonesia-Urban (cons),2015,1.698586,20.72406,East Asia and Pacific,138.74
Indonesia-Urban (cons),2016,1.767643,19.85357,East Asia and Pacific,142.22
Indonesia-Urban (cons),2017,1.80976,20.07837,East Asia and Pacific,145.66
"Iran, Islamic Republic of (cons)",1986,1.744324,33.77821,Middle East and North Africa,49.26
"Iran, Islamic Republic of (cons)",1990,1.835646,28.06044,Middle East and North Africa,56.23
"Iran, Islamic Republic of (cons)",1994,2.156856,30.04123,Middle East and North Africa,59.73
"Iran, Islamic Republic of (cons)",1998,2.261665,34.60238,Middle East and North Africa,63.9
"Iran, Islamic Republic of (cons)",2005,3.551393,55.01142,Middle East and North Africa,70.42
"Iran, Islamic Republic of (cons)",2006,3.523591,57.89531,Middle East and North Africa,71.23
"Iran, Islamic Republic of (cons)",2009,3.413558,51.04662,Middle East and North Africa,73.69
"Iran, Islamic Republic of (cons)",2013,4.496313,43.56944,Middle East and North Africa,77.44
"Iran, Islamic Republic of (cons)",2014,3.953418,44.72917,Middle East and North Africa,78.41
Iraq (cons),2007,2.193646,10.92936,Middle East and North Africa,28.39
Iraq (cons),2012,2.163356,11.76913,Middle East and North Africa,32.78
Ireland (inc),2003,13.30277,98.83916,Advanced industrial economies,4.0
Ireland (inc),2004,13.54451,106.1961,Advanced industrial economies,4.07
Ireland (inc),2005,14.88502,112.3701,Advanced industrial economies,4.16
Ireland (inc),2006,15.72049,113.2178,Advanced industrial economies,4.27
Ireland (inc),2007,16.56172,110.9285,Advanced industrial economies,4.4
Ireland (inc),2008,15.11396,98.35627,Advanced industrial economies,4.49
Ireland (inc),2009,13.46354,102.6595,Advanced industrial economies,4.54
Ireland (inc),2010,12.50875,96.26486,Advanced industrial economies,4.56
Ireland (inc),2011,11.95794,96.47209,Advanced industrial economies,4.58
Ireland (inc),2012,12.73539,98.3241,Advanced industrial economies,4.59
Ireland (inc),2013,12.06623,99.35386,Advanced industrial economies,4.6
Ireland (inc),2014,14.04919,97.67104,Advanced industrial economies,4.62
Ireland (inc),2015,14.58241,102.8639,Advanced industrial economies,4.68
Israel (inc),1986,4.995914,47.40263,Advanced industrial economies,4.3
Israel (inc),1992,6.455158,55.49131,Advanced industrial economies,5.12
Israel (inc),1997,5.817308,61.87502,Advanced industrial economies,5.84
Israel (inc),2001,6.431068,72.05533,Advanced industrial economies,6.44
Israel (inc),2005,4.869494,77.00915,Advanced industrial economies,6.93
Israel (inc),2007,5.396625,81.39172,Advanced industrial economies,7.18
Israel (inc),2010,5.417655,90.92373,Advanced industrial economies,7.62
Israel (inc),2012,5.418267,90.58563,Advanced industrial economies,7.91
Italy (inc),2003,9.705405,101.8231,Advanced industrial economies,57.31
Italy (inc),2004,10.45726,102.6791,Advanced industrial economies,57.69
Italy (inc),2005,10.08207,97.77068,Advanced industrial economies,57.97
Italy (inc),2006,10.75385,99.80785,Advanced industrial economies,58.14
Italy (inc),2007,10.99506,97.2172,Advanced industrial economies,58.44
Italy (inc),2008,10.36195,99.46616,Advanced industrial economies,58.83
Italy (inc),2009,10.04551,99.97882,Advanced industrial economies,59.1
Italy (inc),2010,8.799009,102.2725,Advanced industrial economies,59.28
Italy (inc),2011,8.880511,101.5813,Advanced industrial economies,59.38
Italy (inc),2012,8.119756,97.43706,Advanced industrial economies,59.54
Italy (inc),2013,7.829604,94.58794,Advanced industrial economies,60.23
Italy (inc),2014,7.835845,92.57323,Advanced industrial economies,60.79
Italy (inc),2015,7.103148,96.74003,Advanced industrial economies,60.73
Jamaica (cons),1988,1.756653,25.87369,Latin America and Caribbean,2.39
Jamaica (cons),1990,1.891682,22.65423,Latin America and Caribbean,2.42
Jamaica (cons),1993,1.472735,13.36832,Latin America and Caribbean,2.49
Jamaica (cons),1996,2.078032,24.97778,Latin America and Caribbean,2.56
Jamaica (cons),1999,2.280656,36.69075,Latin America and Caribbean,2.63
Jamaica (cons),2002,2.208293,43.91106,Latin America and Caribbean,2.7
Jamaica (cons),2004,2.488254,40.70591,Latin America and Caribbean,2.73
Japan (inc),2008,10.71882,87.86242,Advanced industrial economies,128.06
Jordan (cons),1987,3.53521,28.1128,Middle East and North Africa,3.01
Jordan (cons),1992,2.246835,28.70465,Middle East and North Africa,3.97
Jordan (cons),1997,2.51738,20.45468,Middle East and North Africa,4.83
Jordan (cons),2003,2.697578,24.01568,Middle East and North Africa,5.29
Jordan (cons),2006,3.287777,23.85366,Middle East and North Africa,5.93
Jordan (cons),2008,3.470979,22.36205,Middle East and North Africa,6.49
Jordan (cons),2010,3.761502,26.16697,Middle East and North Africa,7.18
Kazakhstan (cons),1996,1.631768,14.49574,Eastern Europe and Central Asia,15.58
Kazakhstan (cons),2001,1.409651,13.15317,Eastern Europe and Central Asia,14.86
Kazakhstan (cons),2002,1.665989,13.54325,Eastern Europe and Central Asia,14.86
Kazakhstan (cons),2003,1.858678,13.89438,Eastern Europe and Central Asia,14.91
Kazakhstan (cons),2004,2.18903,14.06403,Eastern Europe and Central Asia,15.01
Kazakhstan (cons),2005,1.642179,19.40885,Eastern Europe and Central Asia,15.15
Kazakhstan (cons),2006,2.92079,16.74323,Eastern Europe and Central Asia,15.31
Kazakhstan (cons),2007,3.451502,19.07939,Eastern Europe and Central Asia,15.48
Kazakhstan (cons),2008,3.657649,17.86061,Eastern Europe and Central Asia,15.67
Kazakhstan (cons),2009,3.556579,17.21708,Eastern Europe and Central Asia,16.09
Kazakhstan (cons),2010,3.878147,18.23208,Eastern Europe and Central Asia,16.32
Kazakhstan (cons),2011,4.649019,21.44914,Eastern Europe and Central Asia,16.56
Kazakhstan (cons),2012,4.740052,21.8112,Eastern Europe and Central Asia,16.79
Kazakhstan (cons),2013,5.177826,22.16985,Eastern Europe and Central Asia,17.04
Kazakhstan (cons),2014,5.069952,21.76399,Eastern Europe and Central Asia,17.29
Kazakhstan (cons),2015,4.918406,20.76408,Eastern Europe and Central Asia,17.54
Kazakhstan (inc),1993,1.765898,12.57986,Eastern Europe and Central Asia,16.33
Kenya (cons),1992,0.679588,25.55579,Sub-Saharan Africa,24.96
Kenya (cons),1994,0.6862951,11.56059,Sub-Saharan Africa,26.55
Kenya (cons),1997,0.8968303,13.4248,Sub-Saharan Africa,28.95
Kenya (cons),2005,0.5834051,11.28454,Sub-Saharan Africa,36.05
Kenya (cons),2016,0.7951812,9.618062,Sub-Saharan Africa,48.46
Kiribati (cons),2006,1.29853,13.59637,East Asia and Pacific,0.09
"Korea, Republic of (inc)",2006,9.413364,74.88542,East Asia and Pacific,48.44
"Korea, Republic of (inc)",2008,9.582809,79.16707,East Asia and Pacific,49.05
"Korea, Republic of (inc)",2010,9.568228,79.41629,East Asia and Pacific,49.55
"Korea, Republic of (inc)",2012,10.21731,82.08814,East Asia and Pacific,50.2
Kosovo (cons),2003,2.320791,11.74332,Eastern Europe and Central Asia,1.7
Kosovo (cons),2005,2.077592,13.00834,Eastern Europe and Central Asia,1.71
Kosovo (cons),2006,2.156786,12.57921,Eastern Europe and Central Asia,1.72
Kosovo (cons),2009,2.271444,15.2341,Eastern Europe and Central Asia,1.76
Kosovo (cons),2010,2.348431,16.3445,Eastern Europe and Central Asia,1.78
Kosovo (cons),2011,2.601188,13.02697,Eastern Europe and Central Asia,1.79
Kosovo (cons),2012,3.045142,16.6602,Eastern Europe and Central Asia,1.81
Kosovo (cons),2013,3.458722,15.14886,Eastern Europe and Central Asia,1.82
Kosovo (cons),2014,3.140917,15.48446,Eastern Europe and Central Asia,1.82
Kosovo (cons),2015,3.489467,15.40815,Eastern Europe and Central Asia,1.8
Kosovo (cons),2016,3.412192,15.83471,Eastern Europe and Central Asia,1.82
Kyrgyz Republic (cons),1998,0.6239244,14.35451,Eastern Europe and Central Asia,4.77
Kyrgyz Republic (cons),2000,0.9345599,5.425569,Eastern Europe and Central Asia,4.9
Kyrgyz Republic (cons),2001,1.00271,5.476965,Eastern Europe and Central Asia,4.95
Kyrgyz Republic (cons),2002,1.003362,5.661633,Eastern Europe and Central Asia,4.99
Kyrgyz Republic (cons),2003,1.145327,5.668201,Eastern Europe and Central Asia,5.04
Kyrgyz Republic (cons),2004,1.395025,10.44961,Eastern Europe and Central Asia,5.1
Kyrgyz Republic (cons),2005,1.375481,8.813991,Eastern Europe and Central Asia,5.16
Kyrgyz Republic (cons),2006,1.559862,13.4813,Eastern Europe and Central Asia,5.22
Kyrgyz Republic (cons),2007,1.521849,11.35795,Eastern Europe and Central Asia,5.27
Kyrgyz Republic (cons),2008,1.900252,11.9148,Eastern Europe and Central Asia,5.32
Kyrgyz Republic (cons),2009,2.173059,11.52278,Eastern Europe and Central Asia,5.38
Kyrgyz Republic (cons),2010,1.852473,11.21569,Eastern Europe and Central Asia,5.45
Kyrgyz Republic (cons),2011,2.220309,10.2272,Eastern Europe and Central Asia,5.51
Kyrgyz Republic (cons),2012,2.053472,9.791116,Eastern Europe and Central Asia,5.61
Kyrgyz Republic (cons),2013,2.00906,10.03016,Eastern Europe and Central Asia,5.72
Kyrgyz Republic (cons),2014,2.305492,9.770644,Eastern Europe and Central Asia,5.84
Kyrgyz Republic (cons),2015,2.106439,10.74492,Eastern Europe and Central Asia,5.96
Kyrgyz Republic (cons),2016,2.30638,9.812696,Eastern Europe and Central Asia,6.08
Lao People's Democratic Republic (cons),1992,1.087362,7.686523,East Asia and Pacific,4.5
Lao People's Democratic Republic (cons),1997,0.7997721,6.129205,East Asia and Pacific,5.06
Lao People's Democratic Republic (cons),2002,1.072009,6.850899,East Asia and Pacific,5.5
Lao People's Democratic Republic (cons),2007,1.110528,8.703048,East Asia and Pacific,5.95
Lao People's Democratic Republic (cons),2012,1.175208,9.892577,East Asia and Pacific,6.42
Latvia (cons),1997,2.798697,22.68111,Eastern Europe and Central Asia,2.43
Latvia (cons),1998,2.674092,21.67129,Eastern Europe and Central Asia,2.41
Latvia (cons),2002,3.483972,30.96725,Eastern Europe and Central Asia,2.31
Latvia (cons),2003,3.773565,36.92091,Eastern Europe and Central Asia,2.29
Latvia (cons),2004,3.89835,34.61392,Eastern Europe and Central Asia,2.26
Latvia (cons),2007,5.362443,50.31056,Eastern Europe and Central Asia,2.2
Latvia (cons),2008,5.405087,49.73082,Eastern Europe and Central Asia,2.18
Latvia (cons),2009,4.497583,39.18622,Eastern Europe and Central Asia,2.14
Latvia (inc),1993,3.416301,14.32435,Eastern Europe and Central Asia,2.56
Latvia (inc),1995,3.027395,20.85856,Eastern Europe and Central Asia,2.49
Latvia (inc),1996,2.69808,21.01176,Eastern Europe and Central Asia,2.46
Latvia (inc),2004,2.764001,33.33284,Eastern Europe and Central Asia,2.26
Latvia (inc),2005,2.902619,40.63667,Eastern Europe and Central Asia,2.24
Latvia (inc),2006,4.101138,42.02805,Eastern Europe and Central Asia,2.22
Latvia (inc),2007,5.269305,58.07447,Eastern Europe and Central Asia,2.2
Latvia (inc),2008,4.628895,55.80875,Eastern Europe and Central Asia,2.18
Latvia (inc),2009,3.523876,44.71367,Eastern Europe and Central Asia,2.14
Latvia (inc),2010,3.533105,40.97043,Eastern Europe and Central Asia,2.1
Latvia (inc),2011,3.93883,43.43123,Eastern Europe and Central Asia,2.06
Latvia (inc),2012,4.135575,43.17398,Eastern Europe and Central Asia,2.03
Latvia (inc),2013,4.478554,48.35655,Eastern Europe and Central Asia,2.01
Latvia (inc),2014,4.909469,52.66325,Eastern Europe and Central Asia,1.99
Latvia (inc),2015,5.832965,54.89029,Eastern Europe and Central Asia,1.98
Lebanon (cons),2012,7.077709,49.7043,Middle East and North Africa,4.92
Lesotho (cons),1987,0.3625013,14.82421,Sub-Saharan Africa,1.53
Lesotho (cons),1994,0.1994308,20.7278,Sub-Saharan Africa,1.73
Lesotho (cons),2003,0.2170685,8.529649,Sub-Saharan Africa,1.92
Lesotho (cons),2010,0.2240482,9.95272,Sub-Saharan Africa,2.04
Liberia (cons),2007,0.4240287,4.637478,Sub-Saharan Africa,3.51
Liberia (cons),2014,0.8558492,6.194073,Sub-Saharan Africa,4.39
Lithuania (cons),1996,3.190045,22.5517,Eastern Europe and Central Asia,3.6
Lithuania (cons),1998,3.374349,23.59902,Eastern Europe and Central Asia,3.55
Lithuania (cons),1999,3.299336,23.40202,Eastern Europe and Central Asia,3.52
Lithuania (cons),2000,3.148191,21.45951,Eastern Europe and Central Asia,3.5
Lithuania (cons),2001,3.073841,21.5863,Eastern Europe and Central Asia,3.47
Lithuania (cons),2002,3.109684,21.5202,Eastern Europe and Central Asia,3.44
Lithuania (cons),2003,3.995236,34.10268,Eastern Europe and Central Asia,3.42
Lithuania (cons),2004,3.999185,34.70671,Eastern Europe and Central Asia,3.38
Lithuania (cons),2008,4.927019,47.90157,Eastern Europe and Central Asia,3.2
Lithuania (inc),1993,1.757025,12.58091,Eastern Europe and Central Asia,3.68
Lithuania (inc),2004,2.437385,31.83373,Eastern Europe and Central Asia,3.38
Lithuania (inc),2005,3.123216,35.55332,Eastern Europe and Central Asia,3.32
Lithuania (inc),2006,4.1736,43.3344,Eastern Europe and Central Asia,3.27
Lithuania (inc),2007,4.994843,51.36047,Eastern Europe and Central Asia,3.23
Lithuania (inc),2008,5.121418,57.19293,Eastern Europe and Central Asia,3.2
Lithuania (inc),2009,3.440185,48.14389,Eastern Europe and Central Asia,3.16
Lithuania (inc),2010,3.801704,37.84882,Eastern Europe and Central Asia,3.1
Lithuania (inc),2011,4.837586,40.26416,Eastern Europe and Central Asia,3.03
Lithuania (inc),2012,4.694003,48.40566,Eastern Europe and Central Asia,2.99
Lithuania (inc),2013,5.089248,50.93386,Eastern Europe and Central Asia,2.96
Lithuania (inc),2014,4.701438,60.57623,Eastern Europe and Central Asia,2.93
Lithuania (inc),2015,5.325258,65.8192,Eastern Europe and Central Asia,2.9
Luxembourg (inc),2003,22.63623,139.5901,Advanced industrial economies,0.45
Luxembourg (inc),2004,23.53015,143.3648,Advanced industrial economies,0.46
Luxembourg (inc),2005,23.8132,153.2929,Advanced industrial economies,0.47
Luxembourg (inc),2006,24.03877,150.8541,Advanced industrial economies,0.47
Luxembourg (inc),2007,24.50097,158.0167,Advanced industrial economies,0.48
Luxembourg (inc),2008,22.9737,164.0148,Advanced industrial economies,0.49
Luxembourg (inc),2009,24.04906,150.8861,Advanced industrial economies,0.5
Luxembourg (inc),2010,23.80964,144.6346,Advanced industrial economies,0.51
Luxembourg (inc),2011,22.54855,148.9188,Advanced industrial economies,0.52
Luxembourg (inc),2012,21.3623,166.1987,Advanced industrial economies,0.53
Luxembourg (inc),2013,21.85891,149.4046,Advanced industrial economies,0.54
Luxembourg (inc),2014,22.70551,150.4419,Advanced industrial economies,0.56
Luxembourg (inc),2015,19.24414,156.871,Advanced industrial economies,0.57
"Macedonia, former Yugoslav Republic of (cons)",1998,2.614972,14.61901,Eastern Europe and Central Asia,2.01
"Macedonia, former Yugoslav Republic of (cons)",2000,1.799832,15.9718,Eastern Europe and Central Asia,2.03
"Macedonia, former Yugoslav Republic of (cons)",2002,2.721103,30.48093,Eastern Europe and Central Asia,2.05
"Macedonia, former Yugoslav Republic of (cons)",2003,2.682187,30.1299,Eastern Europe and Central Asia,2.05
"Macedonia, former Yugoslav Republic of (cons)",2004,3.322975,37.13914,Eastern Europe and Central Asia,2.06
"Macedonia, former Yugoslav Republic of (cons)",2005,2.671518,32.09431,Eastern Europe and Central Asia,2.06
"Macedonia, former Yugoslav Republic of (cons)",2006,2.369363,37.55006,Eastern Europe and Central Asia,2.06
"Macedonia, former Yugoslav Republic of (cons)",2008,3.208009,55.89914,Eastern Europe and Central Asia,2.07
"Macedonia, former Yugoslav Republic of (inc)",2009,1.097621,27.99879,Eastern Europe and Central Asia,2.07
"Macedonia, former Yugoslav Republic of (inc)",2010,0.7661756,24.85814,Eastern Europe and Central Asia,2.07
"Macedonia, former Yugoslav Republic of (inc)",2011,0.9184027,25.28991,Eastern Europe and Central Asia,2.07
"Macedonia, former Yugoslav Republic of (inc)",2012,1.319124,24.72136,Eastern Europe and Central Asia,2.07
"Macedonia, former Yugoslav Republic of (inc)",2013,1.539188,23.38008,Eastern Europe and Central Asia,2.08
"Macedonia, former Yugoslav Republic of (inc)",2014,1.761304,24.24138,Eastern Europe and Central Asia,2.08
Madagascar (cons),1993,0.4029031,7.021739,Sub-Saharan Africa,12.68
Madagascar (cons),1997,0.4468238,5.335038,Sub-Saharan Africa,14.35
Madagascar (cons),1999,0.4773015,5.08865,Sub-Saharan Africa,15.28
Madagascar (cons),2001,0.3688603,6.744319,Sub-Saharan Africa,16.26
Madagascar (cons),2005,0.4872953,5.389233,Sub-Saharan Africa,18.34
Madagascar (cons),2010,0.3798424,5.02779,Sub-Saharan Africa,21.15
Madagascar (cons),2012,0.3333383,4.834949,Sub-Saharan Africa,22.35
Malawi (cons),1998,0.5866389,22.68589,Sub-Saharan Africa,10.7
Malawi (cons),2004,0.5186798,5.373451,Sub-Saharan Africa,12.68
Malawi (cons),2010,0.4121862,6.462557,Sub-Saharan Africa,15.17
Malaysia (inc),1984,2.278305,45.591,East Asia and Pacific,15.19
Malaysia (inc),1987,2.376224,41.73317,East Asia and Pacific,16.53
Malaysia (inc),1989,2.478377,40.28831,East Asia and Pacific,17.54
Malaysia (inc),1992,2.46398,45.79874,East Asia and Pacific,19.01
Malaysia (inc),1995,2.44151,48.91159,East Asia and Pacific,20.5
Malaysia (inc),1997,2.941677,62.01191,East Asia and Pacific,21.57
Malaysia (inc),2004,3.762354,69.0886,East Asia and Pacific,25.17
Malaysia (inc),2007,3.45675,63.47675,East Asia and Pacific,26.63
Malaysia (inc),2008,3.269352,57.40912,East Asia and Pacific,27.11
Malaysia (inc),2011,4.395941,67.83241,East Asia and Pacific,28.64
Malaysia (inc),2013,5.681659,73.26611,East Asia and Pacific,29.71
Malaysia (inc),2015,6.372706,81.00045,East Asia and Pacific,30.72
Maldives (cons),2003,1.414688,16.97625,South Asia,0.3
Maldives (cons),2010,1.644725,17.89617,South Asia,0.37
Mali (cons),1994,0.215063,4.754736,Sub-Saharan Africa,9.35
Mali (cons),2001,0.559726,6.17042,Sub-Saharan Africa,11.29
Mali (cons),2006,0.636697,7.003667,Sub-Saharan Africa,13.23
Mali (cons),2010,0.7917791,5.332584,Sub-Saharan Africa,15.08
Malta (inc),2006,11.02919,60.01556,Advanced industrial economies,0.41
Malta (inc),2007,11.32269,68.18226,Advanced industrial economies,0.41
Malta (inc),2008,12.63464,68.44363,Advanced industrial economies,0.41
Malta (inc),2009,11.50981,72.5295,Advanced industrial economies,0.41
Malta (inc),2010,12.19126,69.23921,Advanced industrial economies,0.41
Malta (inc),2011,12.65467,72.33339,Advanced industrial economies,0.42
Malta (inc),2012,12.78558,76.06849,Advanced industrial economies,0.42
Malta (inc),2013,13.92906,78.38588,Advanced industrial economies,0.42
Malta (inc),2014,14.66835,83.69835,Advanced industrial economies,0.43
Malta (inc),2015,14.68818,85.49712,Advanced industrial economies,0.43
Mauritania (cons),1987,0.4452342,9.575671,Sub-Saharan Africa,1.87
Mauritania (cons),1993,0.7468964,14.7339,Sub-Saharan Africa,2.2
Mauritania (cons),1996,0.982154,10.9073,Sub-Saharan Africa,2.4
Mauritania (cons),2000,1.11277,12.30405,Sub-Saharan Africa,2.71
Mauritania (cons),2004,1.274166,14.65535,Sub-Saharan Africa,3.04
Mauritania (cons),2008,1.380087,12.41025,Sub-Saharan Africa,3.41
Mauritania (cons),2014,1.710308,12.59774,Sub-Saharan Africa,4.06
Mauritius (cons),2007,3.406179,28.28562,Sub-Saharan Africa,1.23
Mauritius (cons),2012,3.443639,30.11451,Sub-Saharan Africa,1.26
Mexico (cons),1984,1.474471,34.93513,Latin America and Caribbean,75.78
