Entity,Year,Aviation and shipping,Aviation and shipping (per capita),Buildings,Buildings (per capita),Electricity and heat,Electricity and heat (per capita),Energy,Energy (per capita),Fugitive emissions,Fugitive emissions (per capita),Industry,Industry (per capita),Land-use change and forestry,Land-use change and forestry (per capita),Manufacturing and construction,Manufacturing and construction (per capita),Other fuel combustion,Other fuel combustion (per capita),Total excluding LUCF,Total excluding LUCF (per capita),Total including LUCF,Total including LUCF (per capita),Transport,Transport (per capita)
Belgium,2004,28.56,2.725160155639469,28.74,2.7423355347716503,29.95,2.857792250049093,111.19,10.609613365040357,0.0,0.0,2.84,0.2709893151966418,-3.01,-0.2872105065992577,22.82,2.1774563988687916,2.84,0.2709893151966418,114.02,10.87964849250743,111.01,10.592437985908177,26.84,2.5610398661541787
Belgium,2005,28.12,2.6661900646494203,28.65,2.716441868855117,30.08,2.8520269254855815,107.68,10.209649578998915,0.0,0.0,2.93,0.2778071440050783,-3.01,-0.2853923219983909,20.21,1.9162055905606257,2.65,0.2512590210284837,110.61,10.487456723003996,107.6,10.202064401005604,26.08,2.472768025819946
Belgium,2006,30.3,2.853245976923173,25.89,2.437971562460097,29.59,2.786387737859956,105.53,9.93739432160734,0.0,0.0,3.11,0.2928579204036655,-3.01,-0.2834412670144802,20.98,1.9756138810510944,2.59,0.2438913227799015,108.65,10.231193907349924,105.63,9.946810974996524,26.49,2.494471482795209
Belgium,2007,33.79,3.1586594944499575,22.41,2.0948670988642664,29.28,2.737068659292535,101.5,9.488130769063943,0.0,0.0,3.09,0.2888504835114048,-3.01,-0.2813721538412066,20.19,1.8873434505162665,2.3,0.2150019780181977,104.59,9.77698125257535,101.57,9.494674307525369,27.33,2.5547843735814544
Belgium,2008,35.06,3.2526920526323804,26.22,2.432560913292099,28.02,2.5995559416645544,103.9,9.639324137721172,0.0,0.0,3.03,0.2811082977602998,-3.01,-0.2792527974450502,19.89,1.845295063515631,2.38,0.2208045375146909,106.93,9.920432435481471,103.92,9.64117963803642,27.4,2.5420354318918195
Belgium,2009,26.46,2.436478895728096,24.15,2.2237704207042137,25.92,2.386754836631604,96.87,8.919943712365104,0.0,0.0,2.8,0.2578284545744017,-3.01,-0.2771655886674817,17.95,1.6528645570037537,2.32,0.2136292909330756,99.67,9.177772166939503,96.65,8.899685762362829,26.54,2.4438454230016498
Belgium,2010,28.66,2.620047016405462,27.12,2.479262912941945,29.83,2.727006367738134,103.89,9.497441888847291,0.0,0.0,2.58,0.2358590824258929,-3.01,-0.275168929496875,18.99,1.7360325485533743,2.05,0.1874074104546823,106.47,9.733300971273186,103.46,9.458132041776311,25.9,2.3677326491591577
Belgium,2011,26.19,2.3779129206290985,22.19,2.01473416222832,25.86,2.347950673061034,92.81,8.426655141794066,0.0,0.0,2.76,0.2505933432965372,-2.36,-0.2142754674564594,17.46,1.5852752804193988,1.78,0.1616145474883465,95.57,8.677248485090605,93.21,8.462973017634145,25.51,2.316172531700966
Belgium,2012,23.54,2.1235224311715775,22.85,2.0612781458058858,25.45,2.2958218297925503,92.32,8.32810496371113,0.0,0.0,2.64,0.2381520483556909,-2.36,-0.2128934977725115,17.5,1.5786594114487087,1.82,0.1641805787906657,94.96,8.56625701206682,92.6,8.35336351429431,24.7,2.2281649978733205
Belgium,2013,23.69,2.123900215958246,25.55,2.290656416957922,23.31,2.089831744786269,94.07,8.433739692494392,0.0,0.0,2.54,0.2277208336232141,-2.36,-0.2115831367522777,19.05,1.7079062521741064,1.96,0.1757215881501967,96.61,8.661460526117608,94.25,8.449877389365328,24.21,2.1705202291409513
Belgium,2014,21.34,1.9017531508369183,20.29,1.8081804794039864,22.32,1.9890876441743213,87.52,7.799504956009704,0.0,0.0,2.64,0.2352684310313713,-2.36,-0.2103157186492562,18.85,1.679852244295966,1.64,0.1461516010952458,90.16,8.034773387041076,87.8,7.82445766839182,24.42,2.1762329870401853
Belgium,2015,22.98,2.035802663924859,23.18,2.0535207027753803,23.21,2.056178408602958,92.85,8.225599536354359,,,2.35,0.2081869564936213,-2.36,-0.2090728584361474,18.74,1.6601802402938144,1.61,0.1426302127466938,95.2,8.43378649284798,92.84,8.224713634411833,26.11,2.313089971935512
Belgium,2016,25.7,2.2634383283953095,22.89,2.015957328286717,21.99,1.9366929510277373,91.89,8.092892918141828,,,2.44,0.2148945339021227,0.16,0.0140914448460408,19.46,1.7138719793997168,1.76,0.1550058933064492,94.32,8.306906736741073,94.48,8.320998181587115,25.8,2.272245481424085
Belgium,2017,28.86,2.5272002404255365,22.7,1.9877839728918805,22.11,1.9361191031118712,90.48,7.923114267280061,,,2.29,0.2005297488071544,0.16,0.0140108121437313,18.66,1.6340109662626647,1.8,0.1576216366169773,92.77,8.123644016087214,92.93,8.137654828230946,25.21,2.2075785883966654
Belgium,2018,34.94,3.0429761595794527,22.41,1.95171996955282,22.47,1.9569454580924528,91.18,7.941000750728521,,,2.29,0.1994394792626487,0.16,0.0139346361056872,19.22,1.6738981621956806,1.78,0.1550228266757706,93.47,8.14044022999117,93.63,8.154374866096855,25.31,2.2042852489684015
Belize,1990,0.04,0.2132719110229587,0.1,0.5331797775573969,0.08,0.4265438220459174,0.33,1.7594932659394096,0.0,0.0,0.0,0.0,6.56,34.97659340776523,0.04,0.2132719110229587,0.0,0.0,0.33,1.7594932659394096,6.89,36.73608667370464,0.11,0.5864977553131364
Belize,1991,0.05,0.2615938389419052,0.14,0.7324627490373348,0.1,0.5231876778838105,0.43,2.2497070149003853,0.0,0.0,0.0,0.0,6.56,34.32111166917797,0.05,0.2615938389419052,0.0,0.0,0.43,2.2497070149003853,6.99,36.570818684078354,0.14,0.7324627490373348
Belize,1992,0.07,0.3602231325003602,0.04,0.2058417900002058,0.15,0.7719067125007719,0.5,2.573022375002573,0.0,0.0,0.0,0.0,6.56,33.75805356003376,0.03,0.1543813425001544,0.0,0.0,0.5,2.573022375002573,7.06,36.33107593503633,0.28,1.440892530001441
Belize,1993,0.04,0.202403542061986,0.03,0.1518026565464895,0.14,0.7084123972169514,0.46,2.3276407337128404,0.0,0.0,0.0,0.0,6.56,33.19418089816572,0.03,0.1518026565464895,0.0,0.0,0.46,2.3276407337128404,7.02,35.52182163187855,0.26,1.3156230234029096
Belize,1994,0.05,0.2479187223260726,0.04,0.1983349778608581,0.12,0.5950049335825742,0.45,2.231268500934654,0.0,0.0,0.0,0.0,6.56,32.526936369180724,0.04,0.1983349778608581,0.0,0.0,0.45,2.231268500934654,7.01,34.75820487011538,0.25,1.2395936116303632
Belize,1995,0.03,0.1449541461717609,0.04,0.1932721948956813,0.1,0.4831804872392034,0.46,2.2226302413003354,0.0,0.0,0.0,0.0,6.56,31.696639962891737,0.05,0.2415902436196017,0.0,0.0,0.46,2.2226302413003354,7.02,33.919270204192074,0.28,1.3529053642697697
Belize,1996,0.04,0.1872133295890667,0.04,0.1872133295890667,0.09,0.4212299915754001,0.36,1.6849199663016006,0.0,0.0,0.0,0.0,6.56,30.702986052606946,0.03,0.1404099971918,0.0,0.0,0.36,1.6849199663016006,6.92,32.387906018908545,0.2,0.9360666479453336
Belize,1997,0.05,0.2256572266726842,0.04,0.1805257813381473,0.1,0.4513144533453684,0.46,2.0760464853886944,0.0,0.0,0.0,0.0,6.55,29.56109669412163,0.04,0.1805257813381473,0.0,0.0,0.46,2.0760464853886944,7.01,31.637143179510325,0.29,1.3088119147015682
Belize,1998,0.08,0.3474514436607484,0.04,0.1737257218303742,0.1,0.4343143045759355,0.45,1.95441437059171,0.0,0.0,0.0,0.0,6.55,28.447586949723775,0.03,0.1302942913727806,0.0,0.0,0.45,1.95441437059171,7.01,30.44543275077308,0.29,1.2595114832702128
Belize,1999,0.08,0.3347574473070855,0.04,0.1673787236535427,0.07,0.2929127663936999,0.41,1.7156319174488133,0.0,0.0,0.0,0.0,6.54,27.36642131735424,0.04,0.1673787236535427,0.0,0.0,0.41,1.7156319174488133,6.95,29.08205323480306,0.26,1.087961703748028
Belize,2000,0.1,0.4043508147668918,0.05,0.2021754073834459,0.03,0.1213052444300675,0.45,1.819578666451013,0.0,0.0,0.0,0.0,6.53,26.40410820427803,0.08,0.3234806518135134,0.0,0.0,0.45,1.819578666451013,6.97,28.183251789252356,0.28,1.132182281347297
Belize,2001,0.06,0.235231389276585,0.06,0.235231389276585,0.04,0.15682092618439,0.53,2.077877271943168,0.0,0.0,0.0,0.0,3.24,12.702495020935594,0.15,0.5880784731914627,0.0,0.0,0.53,2.077877271943168,3.76,14.741167061332662,0.28,1.0977464832907304
Belize,2002,0.07,0.2667815097546753,0.05,0.1905582212533395,0.04,0.1524465770026716,0.52,1.981805501034731,0.0,0.0,0.0,0.0,3.24,12.348172737216403,0.17,0.6478979522613545,0.0,0.0,0.52,1.981805501034731,3.76,14.329978238251131,0.26,0.9909027505173656
Belize,2003,0.07,0.2598096708582627,0.05,0.1855783363273305,0.09,0.3340410053891949,0.51,1.892899030538771,0.0,0.0,0.0,0.0,3.23,11.98836052674555,0.11,0.408272339920127,0.0,0.0,0.51,1.892899030538771,3.74,13.881259557284322,0.26,0.9650073489021184
Belize,2004,0.07,0.2531499081427477,0.05,0.1808213629591054,0.07,0.2531499081427477,0.44,1.5912279940401275,0.0,0.0,0.0,0.0,3.24,11.717224319750034,0.07,0.2531499081427477,0.0,0.0,0.44,1.5912279940401275,3.68,13.30845231379016,0.26,0.9402710873873484
Belize,2005,0.08,0.2818906405260079,0.05,0.1761816503287549,0.07,0.2466543104602569,0.47,1.6561075130902967,0.0,0.0,0.0,0.0,3.24,11.416570941303323,0.08,0.2818906405260079,0.0,0.0,0.47,1.6561075130902967,3.7,13.03744212432787,0.27,0.9513809117752768
Belize,2006,0.08,0.2745951437848821,0.05,0.1716219648655513,0.03,0.1029731789193308,0.51,1.7505440416286238,0.0,0.0,0.0,0.0,3.24,11.121103323287729,0.15,0.514865894596654,0.0,0.0,0.51,1.7505440416286238,3.75,12.87164736491635,0.28,0.9610830032470876
Belize,2007,0.06,0.200648093341493,0.06,0.200648093341493,0.04,0.1337653955609953,0.54,1.8058328400734376,0.0,0.0,0.0,0.0,3.24,10.834997040440625,0.13,0.4347375355732349,0.0,0.0,0.53,1.7723914911831884,3.78,12.64082988051406,0.31,1.0366818155977138
Belize,2008,0.06,0.1955531220055928,0.05,0.1629609350046607,0.01,0.0325921870009321,0.5,1.629609350046607,0.0,0.0,0.0,0.0,3.25,10.592460775302944,0.09,0.2933296830083892,0.0,0.0,0.5,1.629609350046607,3.74,12.18947793834862,0.34,1.1081343580316927
Belize,2009,0.15,0.4767125899795013,0.14,0.4449317506475346,0.09,0.2860275539877008,1.46,4.640002542467146,0.0,0.0,0.0,0.0,3.25,10.328772782889196,0.27,0.8580826619631025,0.0,0.0,1.46,4.640002542467146,4.72,15.000556164688309,0.96,3.0509605758688085
Belize,2010,0.05,0.1550555874280929,0.05,0.1550555874280929,0.03,0.0930333524568557,0.56,1.7366225791946417,0.0,0.0,0.0,0.0,3.26,10.109624300311662,0.13,0.4031445273130417,0.0,0.0,0.56,1.7366225791946417,3.81,11.815235762020684,0.35,1.0853891119966508
Belize,2011,0.04,0.121125498128611,0.05,0.1514068726607638,0.02,0.0605627490643055,0.64,1.9380079700577768,0.0,0.0,0.0,0.0,5.48,16.594193243619713,0.05,0.1514068726607638,0.0,0.0,0.64,1.9380079700577768,6.11,18.50191983914534,0.51,1.544350101139791
Belize,2012,0.05,0.1479285564243893,0.06,0.1775142677092671,0.03,0.0887571338546335,0.69,2.0414140786565715,0.0,0.0,0.0,0.0,5.47,16.183384072828186,0.08,0.2366856902790228,0.0,0.0,0.69,2.0414140786565715,6.16,18.22479815148476,0.51,1.5088712755287703
Belize,2013,0.04,0.1157049177482665,0.06,0.1735573766223999,0.02,0.0578524588741332,0.5,1.4463114718533323,0.0,0.0,0.0,0.0,5.47,15.822647502075458,0.05,0.1446311471853332,0.0,0.0,0.5,1.4463114718533323,5.97,17.26895897392879,0.37,1.070270489171466
Belize,2014,0.04,0.1131970817792317,0.02,0.0565985408896158,0.02,0.0565985408896158,0.49,1.3866642517955887,0.0,0.0,0.0,0.0,5.47,15.479700933309935,0.05,0.1414963522240396,0.0,0.0,0.49,1.3866642517955887,5.96,16.86636518510553,0.4,1.1319708177923171
Belize,2015,0.04,0.1108260419033264,0.07,0.1939455733308213,0.02,0.0554130209516632,0.66,1.8286296914048863,,,0.0,0.0,5.47,15.15546123027989,0.05,0.138532552379158,0.0,0.0,0.66,1.8286296914048863,6.13,16.98409092168478,0.51,1.413032034267412
Belize,2016,0.05,0.1357224096699502,0.07,0.1900113735379303,0.02,0.0542889638679801,0.65,1.7643913257093533,,,0.0,0.0,5.23,14.196564051476797,0.06,0.1628668916039403,0.0,0.0,0.65,1.7643913257093533,5.87,15.933810895252158,0.5,1.3572240966995026
Belize,2017,0.05,0.1330583460847581,0.08,0.212893353735613,0.03,0.0798350076508549,0.65,1.7297584991018562,,,0.0,0.0,5.23,13.917903000465705,0.05,0.1330583460847581,0.0,0.0,0.65,1.7297584991018562,5.88,15.64766149956756,0.49,1.30397179163063
Belize,2018,0.05,0.1305241064972289,0.09,0.2349433916950121,0.03,0.0783144638983373,0.68,1.775127848362314,,,0.0,0.0,5.24,13.678926360909596,0.05,0.1305241064972289,0.0,0.0,0.68,1.775127848362314,5.92,15.45405420927191,0.51,1.3313458862717356
Benin,1990,0.05,0.0100432078889799,0.04,0.0080345663111839,0.03,0.0060259247333879,0.26,0.0522246810226958,0.0,0.0,0.12,0.0241036989335519,14.99,3.010953725116195,0.03,0.0060259247333879,0.0,0.0,0.38,0.0763283799562477,15.37,3.0872821050724424,0.17,0.0341469068225319
Benin,1991,0.05,0.0097096880937474,0.03,0.0058258128562484,0.03,0.0058258128562484,0.2,0.0388387523749897,0.0,0.0,0.13,0.0252451890437433,14.99,2.910964490505479,0.02,0.0038838752374989,0.0,0.0,0.33,0.064083941418733,15.33,2.976990369542961,0.13,0.0252451890437433
Benin,1992,0.05,0.009377687293515,0.04,0.007502149834812,0.03,0.005626612376109,0.21,0.0393862866327632,0.0,0.0,0.15,0.0281330618805451,14.99,2.8114306505958115,0.03,0.005626612376109,0.0,0.0,0.36,0.0675193485133083,15.35,2.87894999910912,0.12,0.0225064495044361
Benin,1993,0.06,0.0108660986956878,0.03,0.0054330493478439,0.03,0.0054330493478439,0.21,0.0380313454349074,0.0,0.0,0.21,0.0380313454349074,14.99,2.7147136574726796,0.03,0.0054330493478439,0.0,0.0,0.42,0.0760626908698149,15.41,2.7907763483424946,0.12,0.0217321973913756
Benin,1994,0.06,0.0105001299391079,0.04,0.0070000866260719,0.04,0.0070000866260719,0.22,0.0385004764433959,0.0,0.0,0.19,0.0332504114738419,14.99,2.623282463120481,0.02,0.0035000433130359,0.0,0.0,0.4,0.0700008662607199,15.4,2.6950333510377193,0.12,0.0210002598782159
Benin,1995,0.07,0.0118532526679978,0.04,0.0067732872388559,0.03,0.0050799654291419,0.22,0.0372530798137075,0.0,0.0,0.24,0.0406397234331354,14.99,2.5382893927612526,0.03,0.0050799654291419,0.0,0.0,0.46,0.0778928032468429,15.45,2.6161821960080953,0.12,0.0203198617165677
Benin,1996,0.07,0.0114861955619965,0.23,0.0377403568465601,0.04,0.0065635403211409,0.91,0.1493205423059554,0.0,0.0,0.15,0.0246132762042783,14.99,2.4596867353475527,0.15,0.0246132762042783,0.0,0.0,1.05,0.1722929334299486,16.05,2.6336205538577864,0.5,0.0820442540142612
Benin,1997,0.05,0.0079596997219199,0.26,0.0413904385539836,0.05,0.0079596997219199,1.16,0.1846650335485423,0.0,0.0,0.08,0.0127355195550718,14.99,2.386317976631595,0.18,0.0286549189989117,0.0,0.0,1.24,0.1974005531036143,16.23,2.5837185297352097,0.68,0.108251916218111
Benin,1998,0.1,0.0154552936312598,0.27,0.0417292928044016,0.05,0.0077276468156299,1.22,0.1885545823013704,0.0,0.0,0.08,0.0123642349050079,14.99,2.3167485153258554,0.14,0.0216374110837638,0.0,0.0,1.3,0.2009188172063784,16.29,2.5176673325322336,0.75,0.115914702234449
Benin,1999,0.1,0.0150057727207656,0.29,0.0435167408902204,0.05,0.0075028863603828,1.34,0.2010773544582601,0.0,0.0,0.08,0.0120046181766125,14.99,2.249365330842775,0.16,0.024009236353225,0.0,0.0,1.42,0.2130819726348726,16.41,2.462447303477648,0.85,0.1275490681265082
Benin,2000,0.07,0.0101952447630668,0.3,0.0436939061274294,0.05,0.0072823176879049,1.42,0.2068178223364995,0.0,0.0,0.1,0.0145646353758098,14.99,2.1832388428338936,0.16,0.0233034166012957,0.0,0.0,1.53,0.2228389212498903,16.52,2.4060777640837836,0.92,0.1339946454574504
Benin,2001,0.06,0.0084784945811114,0.53,0.0748933687998182,0.06,0.0084784945811114,1.74,0.2458763428522334,0.0,0.0,0.1,0.0141308243018524,10.71,1.5134112827284023,0.15,0.0211962364527787,0.0,0.0,1.84,0.2600071671540859,12.55,1.7734184498824883,0.99,0.1398951605883396
Benin,2002,0.06,0.0082243605559667,0.62,0.0849850590783233,0.07,0.0095950873152945,2.02,0.2768868053842147,0.0,0.0,0.1,0.0137072675932779,10.71,1.4680483592400693,0.15,0.0205609013899169,0.0,0.0,2.12,0.2905940729774927,12.83,1.7586424322175618,1.18,0.1617457576006798
Benin,2003,0.11,0.014626578141297,0.7,0.0930782245355263,0.06,0.0079781335316165,2.28,0.3031690742014287,0.0,0.0,0.1,0.0132968892193609,10.71,1.4240968353935537,0.14,0.0186156449071052,0.0,0.0,2.38,0.3164659634207896,13.09,1.740562798814343,1.37,0.1821673823052444
Benin,2004,0.08,0.0103225766493251,0.82,0.1058064106555829,0.06,0.0077419324869938,2.44,0.3148385878044176,0.0,0.0,0.1,0.0129032208116564,10.71,1.381934948928407,0.15,0.0193548312174846,0.0,0.0,2.53,0.3264514865349084,13.24,1.7083864354633154,1.4,0.1806450913631904
Benin,2005,0.03,0.0037583515268866,0.92,0.1152561134911916,0.08,0.0100222707383644,2.68,0.3357460697352104,0.0,0.0,0.1,0.0125278384229556,10.71,1.341731495098546,0.14,0.0175389737921378,0.0,0.0,2.78,0.3482739081581659,13.49,1.690005403256712,1.54,0.1929287117135164
Benin,2006,0.07,0.0085190351146108,1.04,0.1265685217027896,0.11,0.0133870551801027,3.25,0.3955266303212175,0.0,0.0,0.59,0.0718032959660056,10.71,1.3034123725354585,0.13,0.0158210652128487,0.0,0.0,3.83,0.4661129212708502,14.54,1.7695252938063084,1.96,0.2385329832091035
Benin,2007,0.08,0.0094620919029331,1.07,0.1265554792017306,0.15,0.0177414223179996,3.79,0.448266603901457,0.0,0.0,0.6,0.0709656892719984,10.71,1.2667375535051728,0.13,0.0153758993422663,0.0,0.0,4.39,0.5192322931734555,15.1,1.7859698466786282,2.43,0.2874110415515938
Benin,2008,0.13,0.0149478292015042,1.11,0.1276314647205359,0.16,0.0183973282480051,3.84,0.4415358779521243,0.0,0.0,0.52,0.0597913168060168,10.71,1.2314711596008472,0.12,0.0137979961860038,0.0,0.0,4.35,0.5001773617426409,15.06,1.731648521343488,2.45,0.2817090887975794
Benin,2009,0.27,0.0301854290909054,1.14,0.127449589494934,0.09,0.0100618096969684,4.19,0.4684331403366435,0.0,0.0,0.51,0.0570169216161547,10.71,1.197355353939249,0.15,0.0167696828282807,0.0,0.0,4.7,0.5254500619527982,15.41,1.7228054158920472,2.81,0.3141520583164602
Benin,2010,0.47,0.0510910993434902,1.18,0.128271270692167,0.09,0.0097834020019449,4.58,0.4978664574323092,0.0,0.0,0.5,0.0543522333441385,10.71,1.164224838231448,0.15,0.0163056700032415,0.0,0.0,5.08,0.5522186907764478,15.8,1.7175305736747786,3.17,0.3445931594018384
Benin,2011,0.14,0.0147978575661815,0.88,0.0930151047017127,0.09,0.0095129084354024,4.42,0.4671895031608752,0.0,0.0,0.56,0.0591914302647262,10.71,1.13203610381289,0.17,0.017968827044649,0.0,0.0,4.98,0.5263809334256015,15.69,1.6584170372384914,3.28,0.346692662979111
Benin,2012,0.16,0.0164452485257348,0.59,0.0606418539386472,0.04,0.0041113121314337,4.21,0.4327156018333985,0.0,0.0,0.53,0.0544748857414967,10.71,1.1008038231913773,0.16,0.0164452485257348,0.0,0.0,4.74,0.4871904875748953,15.45,1.5879943107662724,3.42,0.3515171872375827
Benin,2013,0.13,0.0129940305423688,0.28,0.0279871427066405,0.09,0.008995867298563,4.46,0.4457952016843462,0.0,0.0,0.55,0.0549747446023296,10.71,1.070508208529002,0.25,0.0249885202737862,0.0,0.0,5.02,0.5017694870976273,15.73,1.5722776956266291,3.84,0.3838236714053564
Benin,2014,0.12,0.0116653910885549,0.2,0.0194423184809249,0.24,0.0233307821771099,4.97,0.483141614250986,0.0,0.0,0.54,0.0524942598984974,10.71,1.0411361546535336,0.46,0.0447173325061274,0.0,0.0,5.51,0.5356358741494837,16.22,1.576772028803017,4.07,0.3956511810868237
Benin,2015,0.12,0.0113464855490214,0.1,0.0094554046241845,0.22,0.0208018901732059,5.29,0.5001909046193622,,,0.7,0.0661878323692918,10.71,1.0126738352501643,0.4,0.0378216184967381,0.0,0.0,5.99,0.5663787369886542,16.7,1.579052572238819,4.58,0.433057531787652
Benin,2016,0.11,0.0101176666232526,0.11,0.0101176666232526,0.19,0.0174759696219818,6.53,0.6006214822712727,,,0.7,0.0643851512388806,10.71,0.9850928139548746,0.4,0.0367915149936461,0.03,0.0027593636245234,7.23,0.6650066335101533,17.94,1.650099447465028,5.8,0.5334769674078685
Benin,2017,0.1,0.0089483921171108,0.1,0.0089483921171108,0.2,0.0178967842342216,6.66,0.5959629149995812,,,0.7,0.0626387448197758,10.71,0.95837279574257,0.33,0.0295296939864657,0.04,0.0035793568468443,7.36,0.658601659819357,18.07,1.6169744555619268,5.99,0.5360086878149386
Benin,2018,0.1,0.0087069826082375,0.13,0.0113190773907088,0.17,0.0148018704340039,7.21,0.6277734460539302,,,0.7,0.0609488782576631,10.71,0.932517837342246,0.12,0.0104483791298851,0.05,0.0043534913041187,7.91,0.6887223243115933,18.62,1.6212401616538392,6.75,0.5877213260560372
Bhutan,1990,0.0,0.0,0.03,0.0565183562201276,0.01,0.0188394520733759,0.13,0.2449128769538866,0.0,0.0,0.0,0.0,-6.61,-12.452877820501469,0.04,0.0753578082935036,0.0,0.0,0.13,0.2449128769538866,-6.48,-12.207964943547584,0.05,0.0941972603668794
Bhutan,1991,0.0,0.0,0.03,0.0561128391787324,0.0,0.0,0.13,0.2431556364411741,0.0,0.0,0.05,0.0935213986312208,-6.61,-12.363528899047392,0.04,0.0748171189049766,0.0,0.0,0.17,0.3179727553461507,-6.44,-12.045556143701242,0.05,0.0935213986312208
Bhutan,1992,0.0,0.0,0.02,0.0374163977363079,0.0,0.0,0.15,0.2806229830223095,0.0,0.0,0.05,0.0935409943407698,-6.61,-12.366119451849771,0.07,0.1309573920770778,0.0,0.0,0.2,0.3741639773630794,-6.41,-11.991955474486694,0.05,0.0935409943407698
Bhutan,1993,0.0,0.0,0.03,0.0563285078578268,0.0,0.0,0.12,0.2253140314313073,0.0,0.0,0.04,0.0751046771437691,-6.61,-12.41104789800785,0.04,0.0751046771437691,0.0,0.0,0.17,0.3191948778610188,-6.44,-12.09185302014683,0.05,0.0938808464297114
Bhutan,1994,0.0,0.0,0.03,0.0564010490595125,0.0,0.0,0.15,0.2820052452975625,0.0,0.0,0.05,0.0940017484325208,-6.61,-12.427031142779256,0.06,0.112802098119025,0.0,0.0,0.19,0.3572066440435792,-6.42,-12.069824498735676,0.05,0.0940017484325208
Bhutan,1995,0.0,0.0,0.03,0.0561136788314887,0.0,0.0,0.18,0.3366820729889325,0.0,0.0,0.06,0.1122273576629775,-6.61,-12.363713902538022,0.07,0.1309319172734737,0.0,0.0,0.23,0.4302048710414138,-6.38,-11.933509031496609,0.07,0.1309319172734737
Bhutan,1996,0.0,0.0,0.05,0.0923410487357587,0.0,0.0,0.22,0.4063006144373383,0.0,0.0,0.07,0.1292774682300622,-6.61,-12.207486642867302,0.09,0.1662138877243656,0.0,0.0,0.28,0.5171098729202488,-6.33,-11.690376769947052,0.08,0.1477456779772139
Bhutan,1997,0.0,0.0,0.04,0.0725014636232968,0.0,0.0,0.3,0.5437609771747267,0.0,0.0,0.07,0.1268775613407695,-6.61,-11.980866863749812,0.17,0.3081312203990118,0.0,0.0,0.37,0.6706385385154963,-6.24,-11.310228325234316,0.08,0.1450029272465937
Bhutan,1998,0.0,0.0,0.04,0.0708744848310883,0.0,0.0,0.3,0.5315586362331629,0.0,0.0,0.06,0.1063117272466325,-6.61,-11.712008618337356,0.17,0.3012165605321256,0.0,0.0,0.36,0.6378703634797954,-6.25,-11.07413825485756,0.09,0.1594675908699488
Bhutan,1999,0.0,0.0,0.04,0.0692178042035972,0.0,0.0,0.3,0.5191335315269794,0.0,0.0,0.06,0.1038267063053958,-6.61,-11.438242144644446,0.16,0.276871216814389,0.0,0.0,0.36,0.6229602378323752,-6.25,-10.81528190681207,0.1,0.1730445105089931
Bhutan,2000,0.0,0.0,0.04,0.0676802918374184,0.0,0.0,0.31,0.5245222617399926,0.0,0.0,0.06,0.1015204377561276,-6.61,-11.184168226133393,0.16,0.2707211673496736,0.0,0.0,0.37,0.6260426994961202,-6.24,-10.558125526637273,0.11,0.1861208025529006
Bhutan,2001,0.0,0.0,0.04,0.0662643317324975,0.0,0.0,0.3,0.4969824879937314,0.0,0.0,0.06,0.0993964975987462,-6.61,-10.950180818795216,0.13,0.2153590781306169,0.0,0.0,0.36,0.5963789855924777,-6.25,-10.353801833202738,0.12,0.1987929951974925
Bhutan,2002,0.0,0.0,0.04,0.0649324296903534,0.0,0.0,0.33,0.5356925449454162,0.0,0.0,0.06,0.0973986445355302,-6.61,-10.730084006330912,0.16,0.2597297187614139,0.0,0.0,0.4,0.6493242969035348,-6.21,-10.080759709427378,0.14,0.2272635039162372
Bhutan,2003,0.0,0.0,0.04,0.063710499490316,0.0,0.0,0.3,0.4778287461773701,0.0,0.0,0.06,0.095565749235474,-6.61,-10.52816004077472,0.1,0.15927624872579,0.0,0.0,0.36,0.573394495412844,-6.25,-9.954765545361877,0.16,0.254841997961264
Bhutan,2004,0.0,0.0,0.04,0.0626165254403115,0.0,0.0,0.25,0.3913532840019473,0.0,0.0,0.07,0.1095789195205452,-6.61,-10.347380829011488,0.02,0.0313082627201557,0.0,0.0,0.31,0.4852780721624147,-6.3,-9.862102756849074,0.18,0.2817743644814021
Bhutan,2005,0.0,0.0,0.06,0.0924864044985387,0.0,0.0,0.34,0.5240896254917194,0.0,0.0,0.07,0.1079008052482951,-6.61,-10.188918895589016,0.09,0.138729606747808,0.0,0.0,0.41,0.6319904307400145,-6.2,-9.556928464849,0.2,0.308288014995129
Bhutan,2006,0.0,0.0,0.06,0.0912680786852529,0.0,0.0,0.33,0.501974432768891,0.0,0.0,0.07,0.106479425132795,-6.61,-10.054700001825362,0.08,0.1216907715803372,0.0,0.0,0.4,0.608453857901686,-6.21,-9.446246143923675,0.19,0.2890155825033009
Bhutan,2007,0.0,0.0,0.05,0.0752023318739067,0.0,0.0,0.33,0.4963353903677845,0.0,0.0,0.07,0.1052832646234694,-6.61,-9.941748273730472,0.07,0.1052832646234694,0.0,0.0,0.39,0.5865781886164727,-6.22,-9.355170085114,0.2,0.300809327495627
Bhutan,2008,0.0,0.0,0.03,0.044668714479066,0.0,0.0,0.33,0.4913558592697261,0.0,0.0,0.07,0.104227000451154,-6.61,-9.842006756887544,0.1,0.14889571493022,0.0,0.0,0.4,0.5955828597208801,-6.21,-9.246423897166665,0.19,0.282901858367418
